Visit_ID,Visit_Date,University,Zip_Code,State,Student_Level,Housing,Financial_Aid,Meal_Plan,Food_Weight_lbs
V-2701,2021-02-15,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,18.05
V-2702,2022-09-03,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,12.63
V-2703,2023-12-05,Arizona State,85281,AZ,Undergraduate,On-Campus,None,Partial,13.74
V-2704,2020-11-14,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,7.9
V-2705,2024-02-12,Georgia Tech,30332,GA,Graduate,Off-Campus,Pell Grant,None,20.13
V-2706,2023-03-05,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,14.6
V-2707,2023-08-22,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,8.61
V-2708,2024-07-06,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Full,17.03
V-2709,2024-05-15,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,14.47
V-2710,2024-04-11,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,None,26.91
V-2711,2022-09-13,UF Gainesville,32611,FL,Undergraduate,On-Campus,None,None,19.88
V-2712,2023-09-12,Rutgers,08901,NJ,Undergraduate,On-Campus,None,None,22.92
V-2713,2022-10-13,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Full,15.63
V-2714,2023-08-22,Georgia Tech,30332,GA,Undergraduate,On-Campus,Scholarship,None,13.72
V-2715,2023-12-12,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,16.25
V-2716,2023-02-16,Michigan State,48824,MI,Graduate,On-Campus,Pell Grant,None,19.57
V-2717,2022-08-14,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,18.75
V-2718,2024-04-09,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,18.04
V-2719,2022-12-16,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,Partial,12.47
V-2720,2023-01-18,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,17.13
V-2721,2022-06-05,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,6.88
V-2722,2020-11-03,Arizona State,85281,AZ,Undergraduate,On-Campus,Scholarship,Partial,18.7
V-2723,2022-07-02,UW Seattle,98195,WA,Undergraduate,On-Campus,None,Full,11.23
V-2724,2023-06-26,UW Seattle,98195,WA,Graduate,Off-Campus,Pell Grant,Full,26.17
V-2725,2022-03-12,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,Partial,11.86
V-2726,2024-10-22,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,Partial,16.14
V-2727,2023-06-15,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,Partial,13.42
V-2728,2023-07-12,UW Seattle,98195,WA,Undergraduate,On-Campus,None,Full,16.6
V-2729,2022-01-03,UMass Amherst,01003,MA,Graduate,Off-Campus,Pell Grant,None,15.0
V-2730,2022-05-11,UC Irvine,92697,CA,Graduate,On-Campus,Scholarship,None,10.89
V-2731,2021-09-13,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,18.41
V-2732,2021-10-04,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,19.39
V-2733,2024-03-12,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,Full,13.45
V-2734,2021-03-26,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,9.62
V-2735,2020-07-19,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,11.54
V-2736,2023-06-17,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,10.24
V-2737,2022-01-21,Texas A&M,77843,TX,Graduate,Off-Campus,Scholarship,None,21.02
V-2738,2020-08-27,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,11.03
V-2739,2024-01-28,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,13.23
V-2740,2024-04-30,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Partial,13.09
V-2741,2020-11-04,UW Seattle,98195,WA,Graduate,Off-Campus,Pell Grant,Full,18.25
V-2742,2023-03-23,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,Partial,13.14
V-2743,2023-04-01,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,14.27
V-2744,2020-06-14,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,Full,9.65
V-2745,2020-11-07,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,None,22.7
V-2746,2023-04-06,Texas A&M,77843,TX,Graduate,Off-Campus,None,Partial,21.99
V-2747,2023-02-20,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,14.21
V-2748,2022-03-26,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,Partial,9.71
V-2749,2024-03-22,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,19.12
V-2750,2022-08-09,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,11.56
V-2751,2022-10-11,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,14.5
V-2752,2023-12-11,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,12.79
V-2753,2022-01-08,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,16.24
V-2754,2023-11-23,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,Full,7.17
V-2755,2024-01-31,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,None,18.83
V-2756,2021-03-25,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Partial,15.69
V-2757,2020-12-17,UW Seattle,98195,WA,Graduate,Off-Campus,Pell Grant,None,15.67
V-2758,2022-12-26,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,6.66
V-2759,2022-09-02,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,11.44
V-2760,2023-02-05,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,15.49
V-2761,2023-11-09,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,10.34
V-2762,2023-09-20,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,None,20.29
V-2763,2022-03-15,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,Partial,13.08
V-2764,2022-07-22,Rutgers,08901,NJ,Graduate,Off-Campus,None,None,26.84
V-2765,2021-01-04,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,9.35
V-2766,2020-10-16,Georgia Tech,30332,GA,Undergraduate,On-Campus,Scholarship,None,18.9
V-2767,2021-11-14,Michigan State,48824,MI,Undergraduate,On-Campus,None,Partial,10.06
V-2768,2023-05-29,Michigan State,48824,MI,Graduate,Off-Campus,Scholarship,None,22.82
V-2769,2024-03-08,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,Partial,14.05
V-2770,2022-04-27,UF Gainesville,32611,FL,Graduate,Off-Campus,Pell Grant,Partial,17.98
V-2771,2022-01-31,UW Seattle,98195,WA,Graduate,Off-Campus,Scholarship,None,13.96
V-2772,2023-06-28,Texas A&M,77843,TX,Graduate,On-Campus,None,Full,22.86
V-2773,2023-12-01,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,19.03
V-2774,2022-09-05,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Partial,16.07
V-2775,2022-07-21,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,11.26
V-2776,2023-06-26,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,13.28
V-2777,2024-11-04,Arizona State,85281,AZ,Undergraduate,On-Campus,None,None,15.05
V-2778,2021-09-06,Ohio State,43210,OH,Undergraduate,Off-Campus,None,Partial,15.77
V-2779,2023-03-27,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Full,19.05
V-2780,2024-01-24,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,Partial,14.13
V-2781,2023-05-07,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,Partial,7.37
V-2782,2022-09-23,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,6.84
V-2783,2023-03-13,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,Partial,17.42
V-2784,2024-01-03,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,Partial,18.92
V-2785,2023-03-04,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,16.71
V-2786,2023-10-11,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,17.68
V-2787,2022-02-20,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Full,10.81
V-2788,2024-01-24,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,13.44
V-2789,2023-07-01,Arizona State,85281,AZ,Undergraduate,On-Campus,None,Partial,18.38
V-2790,2023-04-12,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,21.12
V-2791,2023-03-24,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,Partial,18.25
V-2792,2022-10-14,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,17.9
V-2793,2022-01-09,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,10.56
V-2794,2023-07-16,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,None,17.31
V-2795,2023-09-07,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,9.68
V-2796,2021-12-27,UF Gainesville,32611,FL,Graduate,On-Campus,Pell Grant,Full,23.88
V-2797,2020-11-25,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,14.02
V-2798,2023-08-25,Texas A&M,77843,TX,Undergraduate,On-Campus,Scholarship,None,13.77
V-2799,2024-05-04,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,7.01
V-2800,2022-06-14,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,12.69
V-2801,2021-03-19,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,None,12.88
V-2802,2022-03-01,Rutgers,08901,NJ,Graduate,On-Campus,None,Partial,20.04
V-2803,2022-10-11,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,13.13
V-2804,2023-02-24,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,12.34
V-2805,2023-06-19,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,11.29
V-2806,2024-07-25,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,22.14
V-2807,2023-01-03,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,22.21
V-2808,2021-02-13,UW Seattle,98195,WA,Graduate,On-Campus,Scholarship,Partial,19.68
V-2809,2022-06-26,Texas A&M,77843,TX,Undergraduate,On-Campus,None,None,10.8
V-2810,2024-04-13,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,Partial,11.16
V-2811,2023-08-06,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,13.76
V-2812,2022-04-21,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,21.45
V-2813,2024-03-15,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,16.34
V-2814,2023-10-25,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,19.78
V-2815,2024-06-08,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,20.19
V-2816,2022-04-25,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,Partial,16.46
V-2817,2023-05-21,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,Partial,10.16
V-2818,2023-04-11,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Full,19.28
V-2819,2023-03-05,Texas A&M,77843,TX,Graduate,Off-Campus,Scholarship,None,15.56
V-2820,2022-06-28,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,10.95
V-2821,2022-09-12,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,15.31
V-2822,2023-08-20,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,13.4
V-2823,2020-01-09,UC Irvine,92697,CA,Graduate,Off-Campus,Pell Grant,Full,19.12
V-2824,2023-08-04,UC Irvine,92697,CA,Graduate,On-Campus,None,Partial,15.68
V-2825,2020-06-25,Rutgers,08901,NJ,Undergraduate,On-Campus,None,None,9.35
V-2826,2023-02-16,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Partial,16.94
V-2827,2021-03-29,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,24.06
V-2828,2023-02-25,UW Seattle,98195,WA,Graduate,Off-Campus,Pell Grant,Partial,26.2
V-2829,2022-08-26,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,7.77
V-2830,2022-01-31,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,12.54
V-2831,2021-04-28,UMass Amherst,01003,MA,Graduate,On-Campus,None,Partial,16.58
V-2832,2021-10-15,Michigan State,48824,MI,Graduate,Off-Campus,None,Partial,19.31
V-2833,2023-02-07,UMass Amherst,01003,MA,Graduate,Off-Campus,Pell Grant,Partial,21.58
V-2834,2024-02-04,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,13.03
V-2835,2022-05-09,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,17.94
V-2836,2022-09-12,Rutgers,08901,NJ,Graduate,Off-Campus,Pell Grant,Partial,24.98
V-2837,2022-05-22,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,18.48
V-2838,2021-07-21,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,9.58
V-2839,2023-03-27,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,15.89
V-2840,2023-07-17,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,18.98
V-2841,2024-02-03,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Partial,18.55
V-2842,2023-01-03,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,17.39
V-2843,2021-11-02,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,19.23
V-2844,2020-09-06,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,10.71
V-2845,2023-05-05,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,7.72
V-2846,2024-01-03,UF Gainesville,32611,FL,Graduate,Off-Campus,Scholarship,Full,20.02
V-2847,2024-07-20,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,14.68
V-2848,2021-05-25,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,23.34
V-2849,2023-02-17,Georgia Tech,30332,GA,Graduate,On-Campus,None,None,17.94
V-2850,2021-03-31,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,None,17.72
V-2851,2022-01-21,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,22.76
V-2852,2023-05-25,Michigan State,48824,MI,Graduate,Off-Campus,Scholarship,None,28.6
V-2853,2022-02-19,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,Partial,13.63
V-2854,2022-05-11,Arizona State,85281,AZ,Undergraduate,On-Campus,Scholarship,None,17.23
V-2855,2023-11-14,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,16.05
V-2856,2023-04-01,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,11.39
V-2857,2023-05-28,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,20.19
V-2858,2022-11-26,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,16.72
V-2859,2023-03-04,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,10.86
V-2860,2022-07-19,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Full,12.54
V-2861,2023-09-27,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,14.37
V-2862,2023-07-25,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,19.75
V-2863,2022-09-04,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,Partial,9.44
V-2864,2023-09-16,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,5.94
V-2865,2024-05-16,Rutgers,08901,NJ,Undergraduate,On-Campus,None,Partial,10.79
V-2866,2022-02-17,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,14.58
V-2867,2024-08-05,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,None,11.76
V-2868,2022-08-13,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,13.37
V-2869,2023-01-10,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,12.44
V-2870,2021-09-17,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,5.11
V-2871,2022-09-10,UC Irvine,92697,CA,Graduate,Off-Campus,Pell Grant,None,17.41
V-2872,2021-06-11,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,Full,12.3
V-2873,2022-08-24,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,17.96
V-2874,2023-06-15,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,22.74
V-2875,2021-01-20,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,9.73
V-2876,2023-11-19,Ohio State,43210,OH,Undergraduate,Off-Campus,None,Full,15.8
V-2877,2024-06-28,Arizona State,85281,AZ,Graduate,On-Campus,None,None,23.64
V-2878,2021-08-27,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,23.1
V-2879,2023-03-31,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,12.43
V-2880,2022-09-11,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,Partial,10.82
V-2881,2022-08-30,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,Partial,12.68
V-2882,2021-09-18,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,10.01
V-2883,2021-01-10,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,15.53
V-2884,2023-02-28,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,18.51
V-2885,2023-03-26,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,15.61
V-2886,2022-07-02,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,14.74
V-2887,2021-03-13,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,18.52
V-2888,2023-03-14,UW Seattle,98195,WA,Undergraduate,On-Campus,None,Partial,13.74
V-2889,2022-04-25,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,17.07
V-2890,2021-08-11,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,12.4
V-2891,2023-04-14,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,None,10.03
V-2892,2021-03-17,Arizona State,85281,AZ,Graduate,On-Campus,Pell Grant,Partial,23.78
V-2893,2021-03-15,Georgia Tech,30332,GA,Undergraduate,On-Campus,None,Partial,14.23
V-2894,2022-12-08,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,None,18.73
V-2895,2023-10-15,UC Irvine,92697,CA,Graduate,Off-Campus,None,Full,22.77
V-2896,2022-03-28,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,Partial,16.03
V-2897,2020-11-07,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,Full,9.43
V-2898,2022-09-16,Arizona State,85281,AZ,Undergraduate,On-Campus,None,None,24.7
V-2899,2024-05-18,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,17.63
V-2900,2023-06-27,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,Partial,20.31
V-2901,2024-06-18,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,None,21.24
V-2902,2020-08-18,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,10.14
V-2903,2021-07-18,Rutgers,08901,NJ,Undergraduate,On-Campus,None,None,16.61
V-2904,2022-10-27,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,9.2
V-2905,2020-12-28,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,18.91
V-2906,2023-04-17,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,13.7
V-2907,2021-12-23,Rutgers,08901,NJ,Undergraduate,On-Campus,Scholarship,None,16.81
V-2908,2022-10-30,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,15.57
V-2909,2022-07-12,UF Gainesville,32611,FL,Graduate,Off-Campus,Pell Grant,Full,24.86
V-2910,2023-11-02,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,20.15
V-2911,2023-05-19,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,15.56
V-2912,2023-10-16,UW Seattle,98195,WA,Graduate,Off-Campus,None,Partial,14.95
V-2913,2024-07-06,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,22.6
V-2914,2023-02-16,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,9.13
V-2915,2023-05-13,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,Full,16.71
V-2916,2023-03-20,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,None,20.17
V-2917,2023-01-29,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,16.68
V-2918,2022-01-09,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,11.25
V-2919,2022-10-29,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,15.2
V-2920,2021-09-19,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,None,11.31
V-2921,2022-08-24,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,11.92
V-2922,2020-12-17,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,13.91
V-2923,2022-12-16,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Full,4.37
V-2924,2022-08-19,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,13.32
V-2925,2023-01-09,Texas A&M,77843,TX,Graduate,Off-Campus,None,Partial,21.18
V-2926,2021-01-21,UF Gainesville,32611,FL,Graduate,Off-Campus,Pell Grant,Full,19.35
V-2927,2023-03-14,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,11.62
V-2928,2024-02-10,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,Full,23.48
V-2929,2020-12-08,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,Partial,13.02
V-2930,2021-05-01,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,Partial,21.48
V-2931,2020-11-27,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,15.11
V-2932,2024-06-08,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,13.6
V-2933,2021-03-07,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,16.23
V-2934,2021-10-02,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,6.85
V-2935,2022-07-18,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,Partial,20.51
V-2936,2024-10-18,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,17.12
V-2937,2021-08-09,Rutgers,08901,NJ,Undergraduate,On-Campus,Scholarship,Partial,13.81
V-2938,2022-08-18,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,10.95
V-2939,2020-04-10,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,12.63
V-2940,2023-06-26,UF Gainesville,32611,FL,Graduate,Off-Campus,Pell Grant,Partial,16.33
V-2941,2022-12-23,Texas A&M,77843,TX,Undergraduate,On-Campus,Scholarship,Partial,21.46
V-2942,2022-09-28,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,Partial,14.64
V-2943,2023-08-20,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,16.94
V-2944,2022-05-22,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,Full,8.34
V-2945,2021-04-28,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,10.79
V-2946,2021-10-19,Texas A&M,77843,TX,Undergraduate,On-Campus,None,None,15.92
V-2947,2023-02-23,Georgia Tech,30332,GA,Undergraduate,On-Campus,Scholarship,None,18.68
V-2948,2022-12-06,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,10.76
V-2949,2023-10-14,UF Gainesville,32611,FL,Undergraduate,On-Campus,Scholarship,None,9.78
V-2950,2024-11-04,Arizona State,85281,AZ,Undergraduate,On-Campus,None,None,17.89
V-2951,2023-12-09,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,13.76
V-2952,2022-01-06,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,7.5
V-2953,2024-09-02,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,8.93
V-2954,2021-10-22,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,11.06
V-2955,2023-08-22,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,19.22
V-2956,2022-10-03,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,19.01
V-2957,2023-11-07,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,Full,16.21
V-2958,2024-01-25,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,15.89
V-2959,2021-08-04,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,11.81
V-2960,2022-09-28,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,5.35
